Healthcare_key,Facility_name,Bed_capacity,Medical_staff,Antimalarial_stock,Has_lab_facilities,Distance_to_communities
631,Community Clinic 631,133,30,494,True,2.17
632,District Hospital 632,18,14,395,False,6.76
633,Community Clinic 633,26,11,800,True,27.06
634,Health Center 634,102,44,746,False,10.15
635,District Hospital 635,178,26,981,True,5.55
636,District Hospital 636,15,13,926,True,25.66
637,Community Clinic 637,164,27,416,False,8.98
638,Health Center 638,188,28,573,True,2.19
639,Community Clinic 639,30,32,101,True,7.99
640,District Hospital 640,189,18,680,True,11.74
641,District Hospital 641,97,16,836,False,13.41
642,District Hospital 642,185,18,834,True,15.74
643,Community Clinic 643,180,16,446,False,23.49
644,District Hospital 644,32,36,983,False,2.38
645,Community Clinic 645,101,17,317,False,15.34
646,District Hospital 646,83,12,353,False,16.93
647,Health Center 647,197,28,769,True,21.33
648,Community Clinic 648,19,31,397,False,8.41
649,District Hospital 649,48,33,844,False,16.98
650,Health Center 650,78,13,297,True,4.86
651,Community Clinic 651,157,10,912,False,23.58
652,District Hospital 652,194,39,400,True,19.36
653,Health Center 653,71,15,277,False,11.2
654,District Hospital 654,157,46,494,True,28.31
655,Community Clinic 655,51,36,467,False,0.98
656,District Hospital 656,179,25,537,True,7.01
657,Community Clinic 657,173,50,387,True,5.14
658,District Hospital 658,164,44,329,False,4.61
659,District Hospital 659,108,19,577,False,24.97
660,District Hospital 660,117,50,206,True,23.86
661,District Hospital 661,108,19,1000,False,2.46
662,Community Clinic 662,31,32,267,False,16.41
663,Health Center 663,165,35,524,True,25.41
664,Health Center 664,142,30,216,True,27.21
665,Community Clinic 665,23,34,943,True,21.34
666,Health Center 666,93,25,930,False,4.53
667,Community Clinic 667,58,34,278,True,29.08
668,District Hospital 668,95,10,245,True,25.81
669,Health Center 669,49,11,941,True,24.37
670,District Hospital 670,117,40,463,False,28.42
671,Health Center 671,66,43,664,False,8.85
672,Community Clinic 672,68,48,690,True,20.93
673,Community Clinic 673,189,28,269,False,7.95
674,Health Center 674,40,28,535,False,7.75
675,District Hospital 675,84,35,712,True,28.48
676,Health Center 676,67,50,430,True,29.06
677,District Hospital 677,148,25,815,True,28.84
678,Health Center 678,96,26,738,True,15.84
679,Health Center 679,35,49,723,False,14.55
680,Health Center 680,41,49,259,False,13.37
681,Community Clinic 681,182,27,857,True,24.98
682,Health Center 682,42,37,351,False,16.73
683,Health Center 683,45,28,178,True,0.93
684,Community Clinic 684,44,39,587,True,15.4
685,Community Clinic 685,170,21,871,True,19.13
686,District Hospital 686,29,29,584,False,28.65
687,District Hospital 687,109,28,668,True,12.5
688,District Hospital 688,86,38,402,True,8.75
689,Community Clinic 689,99,10,595,True,9.48
690,District Hospital 690,117,13,722,True,18.75
691,Community Clinic 691,46,27,309,True,22.75
692,District Hospital 692,45,43,950,True,18.94
693,Community Clinic 693,176,36,513,False,27.9
694,Community Clinic 694,95,25,490,False,3.59
695,Community Clinic 695,140,27,114,False,18.51
696,Health Center 696,187,10,257,True,6.11
697,Community Clinic 697,84,18,491,False,27.98
698,District Hospital 698,188,19,377,True,3.98
699,District Hospital 699,75,26,730,False,1.97
700,Health Center 700,69,32,366,False,16.17
701,District Hospital 701,192,19,791,False,2.97
702,Community Clinic 702,164,39,400,False,8.08
703,Health Center 703,60,38,741,True,24.18
704,Community Clinic 704,90,26,589,False,19.21
705,District Hospital 705,15,8,762,True,6.72
706,Health Center 706,63,21,758,False,8.1
707,District Hospital 707,51,17,773,False,22.34
708,District Hospital 708,177,13,983,True,0.56
709,District Hospital 709,113,48,995,True,0.99
710,District Hospital 710,107,19,327,True,8.23
711,District Hospital 711,128,20,704,False,4.82
712,Health Center 712,71,18,956,True,27.44
713,District Hospital 713,107,14,594,False,26.14
714,Health Center 714,188,26,642,True,5.16
715,Community Clinic 715,134,43,617,False,19.37
716,District Hospital 716,105,21,863,False,1.29
717,District Hospital 717,115,35,814,True,21.17
718,Health Center 718,167,26,782,True,28.07
719,Health Center 719,42,44,564,True,16.39
720,Health Center 720,22,26,771,True,6.95
721,District Hospital 721,33,24,994,True,3.65
722,Community Clinic 722,130,21,145,True,14.06
723,District Hospital 723,88,7,100,False,23.04
724,District Hospital 724,139,38,252,True,1.02
725,District Hospital 725,151,31,635,True,7.59
726,Health Center 726,130,29,460,True,8.2
727,Health Center 727,151,36,722,True,25.14
728,District Hospital 728,43,18,620,False,7.37
729,Community Clinic 729,68,39,970,False,17.7
730,District Hospital 730,57,48,368,True,28.41
731,District Hospital 731,195,11,427,False,19.18
732,District Hospital 732,177,11,379,False,22.84
733,District Hospital 733,191,29,663,True,27.34
734,Community Clinic 734,76,27,490,True,3.49
735,District Hospital 735,86,9,138,False,16.78
736,District Hospital 736,129,21,700,False,15.17
737,Community Clinic 737,95,39,332,False,6.91
738,District Hospital 738,104,5,382,True,27.38
739,Health Center 739,79,41,232,False,0.89
740,Community Clinic 740,23,30,102,True,12.28
741,Community Clinic 741,62,21,284,True,12.29
742,Community Clinic 742,59,28,1000,False,10.48
743,District Hospital 743,132,11,702,True,22.0
744,Health Center 744,34,40,413,True,19.58
745,District Hospital 745,167,40,534,True,20.95
746,Health Center 746,118,16,361,True,17.2
747,District Hospital 747,77,12,917,True,5.66
748,Community Clinic 748,194,21,877,False,4.87
749,District Hospital 749,118,26,151,True,7.68
750,Community Clinic 750,39,8,461,False,18.28
751,Community Clinic 751,84,15,952,False,6.43
752,District Hospital 752,178,12,103,False,15.06
753,Community Clinic 753,26,17,431,True,27.4
754,District Hospital 754,86,39,168,True,7.81
755,District Hospital 755,101,28,578,True,26.59
756,District Hospital 756,196,12,458,True,16.01
757,Health Center 757,95,30,295,True,17.18
758,Health Center 758,83,49,866,False,28.07
759,Community Clinic 759,160,27,215,False,14.16
760,District Hospital 760,119,14,445,True,8.85
761,District Hospital 761,190,18,327,True,3.49
762,Health Center 762,38,39,180,False,21.85
763,District Hospital 763,115,11,401,False,1.36
764,Community Clinic 764,109,31,817,True,13.95
765,Community Clinic 765,37,32,229,True,27.79
766,District Hospital 766,45,5,861,False,5.32
767,District Hospital 767,47,32,227,True,8.27
768,District Hospital 768,11,46,119,True,25.79
769,Health Center 769,77,6,146,False,27.59
770,Community Clinic 770,139,50,555,True,17.53
771,District Hospital 771,103,6,762,False,28.8
772,District Hospital 772,119,27,753,True,4.65
773,Community Clinic 773,123,34,415,False,22.01
774,Community Clinic 774,125,45,920,True,4.81
775,Health Center 775,165,39,625,False,16.15
776,Community Clinic 776,161,22,119,True,14.77
777,Health Center 777,104,24,466,True,15.48
778,District Hospital 778,194,11,831,True,6.45
779,Health Center 779,88,6,152,True,28.93
780,Community Clinic 780,20,9,927,False,27.76
781,Community Clinic 781,159,45,996,False,3.28
782,Community Clinic 782,15,13,927,True,1.32
783,Community Clinic 783,160,47,154,True,19.2
784,District Hospital 784,190,11,124,False,15.75
785,Health Center 785,95,7,728,False,2.37
786,Health Center 786,161,6,890,False,17.88
787,District Hospital 787,198,13,271,True,18.3
788,District Hospital 788,72,35,698,False,11.5
789,District Hospital 789,119,30,542,False,9.02
790,Health Center 790,47,45,442,True,24.9
791,Health Center 791,27,5,807,True,26.62
792,Community Clinic 792,124,40,745,False,27.55
793,District Hospital 793,107,9,658,False,13.83
794,Health Center 794,186,42,420,True,19.04
795,Health Center 795,193,37,143,False,18.04
796,District Hospital 796,97,44,381,True,6.92
797,Community Clinic 797,132,49,150,False,13.9
798,District Hospital 798,106,18,315,False,7.31
799,District Hospital 799,79,22,532,True,22.35
800,Health Center 800,150,45,151,True,16.63
801,Community Clinic 801,15,14,310,False,6.58
802,District Hospital 802,193,48,369,False,19.72
803,Health Center 803,185,14,722,False,29.89
804,Health Center 804,186,22,421,True,29.18
805,Community Clinic 805,127,40,404,False,27.11
806,Health Center 806,47,15,906,False,15.15
807,Community Clinic 807,198,20,679,True,24.8
808,Health Center 808,65,27,563,True,21.85
809,District Hospital 809,140,22,818,False,1.07
810,Health Center 810,193,39,966,False,9.16
811,Health Center 811,89,26,554,False,23.02
812,District Hospital 812,109,48,362,True,17.0
813,District Hospital 813,189,12,529,True,27.53
814,District Hospital 814,97,6,776,True,3.92
815,Community Clinic 815,144,6,392,False,26.04
816,Health Center 816,138,14,342,False,21.33
817,Community Clinic 817,140,30,238,True,0.84
818,Community Clinic 818,14,28,702,False,8.94
819,District Hospital 819,192,35,368,True,21.56
820,Health Center 820,53,22,682,False,10.69
821,Community Clinic 821,102,34,402,True,5.86
822,District Hospital 822,147,13,140,False,4.16
823,Community Clinic 823,120,44,335,True,27.63
824,District Hospital 824,108,12,934,False,13.94
825,Community Clinic 825,126,41,962,True,26.63
826,Community Clinic 826,52,43,800,True,16.03
827,Community Clinic 827,128,5,643,False,7.85
828,District Hospital 828,13,8,490,False,11.39
829,Community Clinic 829,192,17,309,True,29.14
830,Health Center 830,119,46,486,True,2.98
831,District Hospital 831,55,5,866,True,9.65
832,Health Center 832,57,11,408,True,11.98
833,Community Clinic 833,108,35,431,True,14.4
834,Health Center 834,89,24,495,False,27.04
835,Health Center 835,195,8,936,False,2.0
836,Community Clinic 836,137,7,600,True,6.02
837,Community Clinic 837,156,7,174,True,2.7
838,Health Center 838,172,18,127,True,6.88
839,District Hospital 839,91,45,973,False,24.82
840,District Hospital 840,191,27,786,False,24.52
841,District Hospital 841,77,5,484,True,3.48
842,Community Clinic 842,170,16,838,True,28.25
843,Health Center 843,193,19,698,False,5.68
844,Community Clinic 844,15,46,188,False,26.27
845,District Hospital 845,127,14,351,False,20.15
846,Health Center 846,187,11,947,True,21.18
847,Community Clinic 847,163,38,157,False,5.11
848,Community Clinic 848,137,25,413,True,26.42
849,District Hospital 849,129,35,322,True,16.15
850,Health Center 850,129,22,277,True,19.67
851,Community Clinic 851,156,31,117,True,20.34
852,District Hospital 852,84,34,647,False,16.86
853,Health Center 853,110,32,864,True,21.0
854,District Hospital 854,182,15,826,True,18.73
855,Health Center 855,43,26,852,True,8.56
856,District Hospital 856,104,10,518,False,25.2
857,Health Center 857,82,43,525,True,16.62
858,Health Center 858,190,24,366,False,27.41
859,Health Center 859,19,46,586,False,2.02
860,Health Center 860,120,18,641,True,4.52
861,District Hospital 861,190,8,899,True,21.49
862,Community Clinic 862,49,26,207,True,24.0
863,Health Center 863,108,38,624,True,9.32
864,Community Clinic 864,111,31,467,False,20.32
865,Community Clinic 865,35,8,315,True,27.93
866,District Hospital 866,140,39,496,False,28.65
867,District Hospital 867,64,36,427,True,20.55
868,Community Clinic 868,192,22,108,True,15.79
869,District Hospital 869,54,13,628,True,9.79
870,District Hospital 870,98,9,631,True,10.92
871,Health Center 871,147,14,950,True,22.27
872,Community Clinic 872,130,9,262,True,28.55
873,District Hospital 873,67,32,453,True,18.48
874,Health Center 874,107,20,364,True,28.47
875,District Hospital 875,167,16,275,True,10.04
876,District Hospital 876,35,42,742,True,8.99
877,Community Clinic 877,164,7,567,False,9.47
878,District Hospital 878,71,50,338,True,11.34
879,Health Center 879,119,9,414,True,28.97
880,Health Center 880,31,48,125,True,24.78
881,Community Clinic 881,119,48,920,True,1.49
882,District Hospital 882,180,50,850,True,29.26
883,Health Center 883,184,36,371,True,16.88
884,Health Center 884,39,9,802,False,2.31
885,District Hospital 885,192,16,128,False,24.38
886,Health Center 886,14,12,573,False,15.62
887,District Hospital 887,18,30,618,True,26.7
888,District Hospital 888,74,27,808,True,28.22
889,Health Center 889,196,28,394,True,10.73
890,District Hospital 890,81,39,399,True,3.2
891,District Hospital 891,45,50,271,False,9.29
892,Health Center 892,27,30,408,False,23.25
893,District Hospital 893,121,44,371,True,13.81
894,Health Center 894,177,42,134,False,19.96
895,Community Clinic 895,28,44,552,False,17.83
896,District Hospital 896,12,21,655,True,5.87
897,Community Clinic 897,125,33,148,True,15.27
898,District Hospital 898,164,40,367,True,6.74
899,Community Clinic 899,149,14,391,False,6.19
900,Health Center 900,108,22,483,False,19.87
901,District Hospital 901,187,36,953,True,0.66
902,Health Center 902,30,7,396,True,23.44
903,Health Center 903,27,17,929,True,22.5
904,District Hospital 904,167,8,716,True,16.24
905,Community Clinic 905,173,39,495,False,16.48
906,Community Clinic 906,173,27,829,False,4.91
907,Community Clinic 907,175,39,863,True,18.61
908,Community Clinic 908,180,48,618,True,23.95
909,Health Center 909,96,24,298,False,8.65
910,Health Center 910,163,20,524,False,27.95
911,Health Center 911,17,5,714,True,5.25
912,Health Center 912,138,34,649,False,25.93
913,District Hospital 913,32,10,178,False,9.88
914,Health Center 914,22,43,647,True,4.98
915,Community Clinic 915,91,25,936,False,17.63
916,Health Center 916,80,42,287,True,21.02
917,District Hospital 917,170,28,530,False,21.92
918,Community Clinic 918,33,16,769,True,14.91
919,Health Center 919,49,38,365,False,26.05
920,Health Center 920,37,13,186,False,11.84
921,District Hospital 921,189,21,976,False,14.09
922,Community Clinic 922,184,24,896,False,23.53
923,Community Clinic 923,61,42,697,True,21.5
924,Community Clinic 924,74,32,808,True,20.8
925,District Hospital 925,119,28,567,False,29.54
926,District Hospital 926,16,9,941,True,6.03
927,District Hospital 927,128,35,555,True,1.06
928,Community Clinic 928,187,11,799,True,20.51
929,Health Center 929,169,42,482,True,18.94
930,District Hospital 930,195,49,716,True,3.28
931,Health Center 931,156,8,581,False,12.78
932,District Hospital 932,167,46,646,True,7.46
933,District Hospital 933,85,11,738,False,24.59
934,Health Center 934,191,18,635,True,3.34
935,Health Center 935,68,36,451,True,15.9
936,Community Clinic 936,123,14,364,False,10.97
937,District Hospital 937,93,46,852,True,16.45
938,District Hospital 938,111,21,362,False,29.58
939,District Hospital 939,46,45,295,True,22.16
940,District Hospital 940,172,49,434,False,19.46
941,District Hospital 941,157,13,712,False,21.5
942,Health Center 942,92,23,455,True,14.51
943,Community Clinic 943,15,47,132,False,2.93
944,District Hospital 944,102,13,635,False,8.82
945,Health Center 945,90,21,463,False,2.49
946,Community Clinic 946,192,8,356,False,9.42
947,Community Clinic 947,194,12,980,False,15.48
948,Community Clinic 948,170,22,444,True,16.89
949,Community Clinic 949,56,34,415,False,29.09
950,Community Clinic 950,117,45,358,False,25.33
951,Health Center 951,26,24,227,False,29.87
952,Health Center 952,81,21,165,False,3.0
953,Health Center 953,162,36,416,False,25.5
954,District Hospital 954,103,18,237,False,7.09
955,Health Center 955,168,17,627,False,27.28
956,Health Center 956,17,47,654,False,21.15
957,District Hospital 957,27,23,539,True,26.74
958,District Hospital 958,147,46,994,True,18.76
959,Health Center 959,171,25,491,False,23.47
960,District Hospital 960,131,45,255,False,2.99
961,District Hospital 961,80,5,639,False,3.83
962,Health Center 962,39,37,172,True,10.75
963,Health Center 963,58,17,215,False,27.11
964,District Hospital 964,104,34,868,False,10.51
965,District Hospital 965,141,7,391,True,19.83
966,District Hospital 966,187,9,987,False,4.79
967,District Hospital 967,81,42,933,False,20.99
968,Health Center 968,135,47,816,False,14.66
969,District Hospital 969,156,5,879,True,21.31
970,Community Clinic 970,129,14,796,True,3.39
971,Community Clinic 971,129,9,885,True,11.35
972,District Hospital 972,46,27,880,False,19.61
973,District Hospital 973,78,39,246,True,21.21
974,District Hospital 974,42,19,120,False,7.35
975,District Hospital 975,36,36,112,False,10.44
976,District Hospital 976,107,37,725,False,24.66
977,District Hospital 977,101,17,563,True,3.87
978,District Hospital 978,92,32,188,True,13.91
979,District Hospital 979,93,49,401,True,18.14
980,District Hospital 980,31,23,594,True,19.6
981,District Hospital 981,90,50,402,True,7.22
982,Health Center 982,100,5,464,False,20.09
983,District Hospital 983,16,19,990,True,29.67
984,Health Center 984,143,26,934,False,2.96
985,Health Center 985,33,39,991,True,1.88
986,Health Center 986,153,14,882,False,14.05
987,Community Clinic 987,15,31,395,False,1.81
988,District Hospital 988,63,42,919,True,28.65
989,Community Clinic 989,21,23,232,False,12.4
990,Community Clinic 990,70,43,857,True,0.72
991,Community Clinic 991,182,48,946,True,5.15
992,District Hospital 992,23,32,354,False,0.52
993,Community Clinic 993,17,14,607,True,2.47
994,Community Clinic 994,113,26,942,True,13.9
995,Health Center 995,58,10,493,True,26.18
996,District Hospital 996,107,14,265,True,9.05
997,Community Clinic 997,158,17,732,False,24.03
998,Community Clinic 998,134,22,779,True,6.53
999,Health Center 999,14,9,769,False,26.02
1000,District Hospital 1000,176,19,779,True,10.23
1001,Health Center 1001,161,48,437,False,2.85
1002,Community Clinic 1002,133,9,504,False,12.17
1003,Community Clinic 1003,166,26,494,False,2.01
1004,Community Clinic 1004,151,44,999,False,7.92
1005,District Hospital 1005,52,24,538,False,20.64
1006,District Hospital 1006,176,39,930,True,7.36
1007,Health Center 1007,62,27,950,True,5.09
1008,District Hospital 1008,52,10,680,False,7.54
1009,Health Center 1009,153,8,526,False,29.8
1010,Community Clinic 1010,68,26,620,True,5.85
1011,Health Center 1011,12,19,299,False,1.35
1012,Health Center 1012,135,9,613,False,1.14
1013,District Hospital 1013,174,39,127,False,14.72
1014,Community Clinic 1014,23,31,767,True,21.84
1015,Community Clinic 1015,31,22,327,True,22.51
1016,Health Center 1016,89,36,794,False,14.07
1017,District Hospital 1017,20,19,493,True,16.35
1018,District Hospital 1018,134,47,898,True,12.08
1019,Community Clinic 1019,75,49,228,True,24.94
1020,District Hospital 1020,116,14,552,False,21.12
1021,Health Center 1021,106,13,784,False,8.67
1022,District Hospital 1022,131,37,445,False,28.13
1023,Community Clinic 1023,99,44,123,True,4.19
1024,District Hospital 1024,88,46,544,True,25.09
1025,Community Clinic 1025,79,34,804,True,21.3
1026,Community Clinic 1026,76,42,858,False,10.4
1027,Community Clinic 1027,193,48,961,False,4.56
1028,Community Clinic 1028,111,28,429,False,26.55
1029,Health Center 1029,11,7,189,True,24.96
1030,District Hospital 1030,79,30,314,True,8.23
1031,Community Clinic 1031,131,41,487,True,28.04
1032,Health Center 1032,166,38,944,False,9.85
1033,District Hospital 1033,55,28,632,False,28.43
1034,Community Clinic 1034,68,34,541,True,19.58
1035,Community Clinic 1035,103,23,453,False,4.77
1036,Community Clinic 1036,176,33,416,True,25.31
1037,Community Clinic 1037,114,30,346,True,11.76
1038,Community Clinic 1038,92,50,467,False,13.46
1039,Health Center 1039,160,20,125,True,27.67
1040,Health Center 1040,55,28,970,False,24.87
1041,Community Clinic 1041,182,11,246,False,25.56
1042,Health Center 1042,122,24,681,False,10.02
1043,Community Clinic 1043,192,29,566,True,19.07
1044,Community Clinic 1044,45,40,568,True,27.54
1045,Community Clinic 1045,23,22,172,True,12.97
1046,District Hospital 1046,153,34,535,True,4.2
1047,Health Center 1047,85,20,852,False,7.33
1048,Health Center 1048,172,12,535,True,20.54
1049,District Hospital 1049,47,37,166,True,0.99
1050,Health Center 1050,50,36,544,False,22.95
1051,Health Center 1051,165,9,160,False,28.09
1052,District Hospital 1052,96,32,288,False,27.37
1053,District Hospital 1053,164,21,291,True,25.72
1054,District Hospital 1054,162,14,772,False,16.74
1055,District Hospital 1055,140,12,941,True,2.06
1056,Health Center 1056,62,12,857,False,15.87
1057,Community Clinic 1057,115,43,359,False,3.93
1058,Health Center 1058,158,49,530,False,12.11
1059,District Hospital 1059,115,40,356,True,10.5
1060,District Hospital 1060,14,15,314,False,10.32
1061,Health Center 1061,169,12,369,True,16.51
1062,District Hospital 1062,91,8,739,True,7.06
1063,Community Clinic 1063,66,47,440,False,25.97
1064,Health Center 1064,140,27,273,False,3.63
1065,Health Center 1065,83,31,369,True,28.01
1066,District Hospital 1066,21,50,764,False,9.7
1067,Health Center 1067,117,22,296,False,14.62
1068,Community Clinic 1068,159,10,869,True,10.88
1069,Community Clinic 1069,38,8,592,True,25.54
1070,Health Center 1070,163,6,388,True,9.96
1071,Health Center 1071,32,7,419,True,16.21
1072,District Hospital 1072,163,42,976,True,17.02
1073,Health Center 1073,91,31,568,False,21.49
1074,Health Center 1074,94,15,497,True,16.13
1075,Health Center 1075,93,14,718,True,8.42
1076,Community Clinic 1076,116,23,241,False,23.99
1077,District Hospital 1077,135,11,229,True,15.81
1078,Health Center 1078,84,18,236,True,16.04
1079,Health Center 1079,15,38,966,True,28.16
1080,Community Clinic 1080,183,22,551,False,3.37
1081,Health Center 1081,22,23,394,True,25.05
1082,Health Center 1082,133,18,288,True,8.56
1083,Health Center 1083,158,49,475,True,12.86
1084,Community Clinic 1084,182,48,563,False,12.22
1085,Health Center 1085,81,6,773,False,29.61
1086,Community Clinic 1086,191,15,152,False,29.64
1087,Community Clinic 1087,94,29,884,False,10.33
1088,Health Center 1088,62,38,852,False,4.3
1089,District Hospital 1089,17,44,569,True,8.71
1090,District Hospital 1090,166,33,401,True,3.06
1091,Health Center 1091,110,33,791,True,15.02
1092,Health Center 1092,158,7,644,True,7.16
1093,Community Clinic 1093,155,23,907,True,1.72
1094,District Hospital 1094,198,20,314,False,27.89
1095,Community Clinic 1095,96,25,678,True,4.23
1096,Community Clinic 1096,71,9,376,True,7.98
1097,Health Center 1097,96,46,384,False,18.71
1098,Community Clinic 1098,148,44,926,True,3.3
1099,District Hospital 1099,128,49,289,False,26.82
1100,District Hospital 1100,27,15,211,True,22.07
1101,Community Clinic 1101,14,26,950,True,28.45
1102,Health Center 1102,165,34,291,True,22.1
1103,District Hospital 1103,32,12,234,True,13.62
1104,Community Clinic 1104,15,33,902,False,19.98
1105,Health Center 1105,200,30,957,True,10.2
1106,Community Clinic 1106,73,44,714,True,22.57
1107,District Hospital 1107,190,12,185,True,12.35
1108,Health Center 1108,57,34,680,True,5.3
1109,District Hospital 1109,96,48,904,False,23.82
1110,District Hospital 1110,154,27,824,False,2.65
1111,District Hospital 1111,161,34,960,False,11.76
1112,Community Clinic 1112,138,9,240,True,3.79
1113,Community Clinic 1113,125,42,512,False,2.21
1114,District Hospital 1114,136,18,952,True,4.84
1115,Health Center 1115,119,7,668,False,25.85
1116,District Hospital 1116,70,30,419,False,25.74
1117,Community Clinic 1117,44,8,906,True,4.25
1118,Health Center 1118,153,36,706,False,21.18
1119,Community Clinic 1119,157,14,247,True,19.14
1120,District Hospital 1120,154,18,550,False,11.01
1121,Health Center 1121,114,12,405,False,8.39
1122,Health Center 1122,141,21,316,True,23.18
1123,Community Clinic 1123,166,32,458,False,28.85
1124,Community Clinic 1124,161,34,338,True,12.75
1125,Health Center 1125,92,40,878,True,17.12
1126,District Hospital 1126,79,21,792,True,23.22
1127,Community Clinic 1127,102,23,913,True,5.32
1128,Community Clinic 1128,151,30,874,False,21.28
1129,District Hospital 1129,75,47,495,False,24.77
1130,District Hospital 1130,80,43,689,False,17.47
1131,Community Clinic 1131,77,34,454,False,4.59
1132,Community Clinic 1132,61,19,877,True,22.49
1133,Community Clinic 1133,178,15,288,True,28.62
1134,Health Center 1134,86,12,993,False,3.05
1135,Health Center 1135,91,42,896,False,10.79
1136,Health Center 1136,184,45,622,False,27.89
1137,Community Clinic 1137,86,28,922,True,29.37
1138,Community Clinic 1138,190,29,727,False,28.22
1139,Community Clinic 1139,10,14,719,True,3.71
1140,Community Clinic 1140,186,20,328,True,6.2
1141,Community Clinic 1141,30,29,262,True,26.31
1142,District Hospital 1142,140,12,897,True,24.71
1143,Health Center 1143,41,7,619,False,26.63
1144,District Hospital 1144,173,32,826,False,6.66
1145,Health Center 1145,46,14,501,False,17.73
1146,Health Center 1146,55,24,786,True,16.21
1147,Community Clinic 1147,22,6,899,False,4.36
1148,Community Clinic 1148,49,16,905,False,15.84
1149,Health Center 1149,171,47,279,False,1.55
1150,District Hospital 1150,14,45,228,True,25.72
1151,Community Clinic 1151,57,37,827,True,20.81
1152,Health Center 1152,165,32,569,False,26.69
1153,Community Clinic 1153,57,42,338,False,28.61
1154,Community Clinic 1154,94,23,565,True,1.36
1155,Community Clinic 1155,163,49,174,True,12.88
1156,Community Clinic 1156,141,21,785,False,12.79
1157,District Hospital 1157,108,43,341,True,17.51
1158,District Hospital 1158,172,13,202,False,2.67
1159,Health Center 1159,198,43,819,True,6.29
1160,Community Clinic 1160,190,25,528,True,24.1
1161,District Hospital 1161,196,48,399,True,7.73
1162,District Hospital 1162,167,17,963,True,8.63
1163,Community Clinic 1163,99,17,520,True,25.51
1164,Health Center 1164,147,19,954,True,3.08
1165,Community Clinic 1165,177,26,135,False,24.31
1166,Health Center 1166,26,25,928,False,17.13
1167,Health Center 1167,35,33,306,False,12.1
1168,District Hospital 1168,141,41,357,False,26.83
1169,District Hospital 1169,99,12,508,False,1.77
1170,Health Center 1170,36,7,697,True,6.19
1171,Community Clinic 1171,190,40,892,True,21.27
1172,Community Clinic 1172,133,17,756,True,7.17
1173,District Hospital 1173,95,36,793,False,19.99
1174,Health Center 1174,138,6,492,True,24.4
1175,Health Center 1175,113,44,163,False,9.48
1176,Health Center 1176,195,43,781,True,26.73
1177,District Hospital 1177,48,21,421,True,11.47
1178,District Hospital 1178,145,10,782,True,22.78
1179,District Hospital 1179,46,40,966,True,28.71
1180,Health Center 1180,142,33,855,True,4.78
1181,District Hospital 1181,11,40,996,True,24.82
1182,District Hospital 1182,88,30,487,True,14.53
1183,District Hospital 1183,199,49,299,True,12.92
1184,District Hospital 1184,97,42,793,True,8.3
1185,Community Clinic 1185,174,45,178,False,29.42
1186,Health Center 1186,72,19,341,False,27.7
1187,Community Clinic 1187,197,15,603,False,26.2
1188,District Hospital 1188,138,48,950,False,28.01
1189,Community Clinic 1189,174,40,697,False,11.63
1190,District Hospital 1190,167,10,784,True,16.65
1191,District Hospital 1191,115,31,623,True,16.65
1192,District Hospital 1192,10,23,345,True,23.99
1193,District Hospital 1193,27,29,382,False,20.69
1194,Community Clinic 1194,142,36,454,False,20.72
1195,Community Clinic 1195,16,31,485,True,25.2
1196,District Hospital 1196,130,21,637,True,7.75
1197,District Hospital 1197,113,19,108,False,13.6
1198,Community Clinic 1198,44,26,805,False,14.89
1199,Health Center 1199,21,23,543,False,20.09
1200,Community Clinic 1200,158,18,389,True,3.45
1201,District Hospital 1201,193,45,102,True,22.63
1202,Health Center 1202,71,16,375,True,10.17
1203,Health Center 1203,52,9,320,True,8.78
1204,Community Clinic 1204,24,50,164,True,5.6
1205,Community Clinic 1205,177,35,595,False,11.31
1206,Health Center 1206,146,18,237,False,8.36
1207,District Hospital 1207,110,20,438,True,8.18
1208,Community Clinic 1208,105,48,991,False,21.35
1209,Health Center 1209,101,22,399,False,6.88
1210,Health Center 1210,80,9,339,True,20.23
1211,District Hospital 1211,173,37,743,True,9.15
1212,District Hospital 1212,171,32,325,False,18.45
1213,District Hospital 1213,186,31,815,True,13.71
1214,District Hospital 1214,35,22,250,False,12.24
1215,Community Clinic 1215,43,26,957,False,22.43
1216,Health Center 1216,11,19,878,True,20.66
1217,Health Center 1217,145,23,239,False,12.94
1218,Community Clinic 1218,71,37,913,False,26.83
1219,District Hospital 1219,65,7,133,False,21.45
1220,Community Clinic 1220,66,47,622,True,21.22
1221,Community Clinic 1221,127,35,928,False,4.06
1222,District Hospital 1222,117,29,897,True,11.12
1223,Community Clinic 1223,42,32,477,False,13.52
1224,District Hospital 1224,18,11,690,True,11.3
1225,District Hospital 1225,200,14,721,False,18.55
1226,Health Center 1226,185,9,177,True,21.21
1227,Community Clinic 1227,187,8,855,True,28.78
1228,Health Center 1228,149,49,929,False,25.41
1229,Health Center 1229,83,50,511,True,28.43
1230,District Hospital 1230,140,38,134,False,5.88
1231,District Hospital 1231,164,41,689,False,13.93
1232,Community Clinic 1232,75,39,258,True,10.87
1233,District Hospital 1233,131,26,167,True,3.83
1234,Community Clinic 1234,72,8,345,True,15.13
1235,Community Clinic 1235,56,28,729,False,3.0
1236,District Hospital 1236,53,14,625,False,11.48
1237,District Hospital 1237,103,16,541,False,7.43
1238,District Hospital 1238,32,32,406,False,27.48
1239,Health Center 1239,41,43,294,True,9.98
1240,Health Center 1240,169,29,148,True,7.89
1241,District Hospital 1241,60,48,776,False,18.7
