Initiative_key,Initiative_name,Start_date,End_date,Coverage_percentage
761,Malaria Awareness Campaign,2022-09-20,2022-06-07,76.69
762,Malaria Testing and Treatment Program,2019-07-17,2020-10-31,64.39
763,Bed Net Distribution Program,2019-07-29,2017-12-04,57.48
764,Malaria Awareness Campaign,2015-01-29,2018-03-17,88.22
765,Indoor Residual Spraying Campaign,2017-02-05,2017-11-15,69.86
766,Indoor Residual Spraying Campaign,2016-04-13,2020-12-27,55.42
767,Malaria Awareness Campaign,2020-11-10,2018-02-24,84.2
768,Bed Net Distribution Program,2016-10-31,2019-10-22,57.66
769,Malaria Awareness Campaign,2015-05-02,2021-10-24,59.42
770,Malaria Testing and Treatment Program,2023-02-11,2019-01-27,75.02
771,Indoor Residual Spraying Campaign,2015-06-20,2018-11-07,67.71
772,Malaria Awareness Campaign,2018-04-29,2021-02-06,56.64
773,Indoor Residual Spraying Campaign,2020-09-28,2020-02-12,92.68
774,Malaria Testing and Treatment Program,2016-03-25,2017-11-29,80.21
775,Indoor Residual Spraying Campaign,2015-07-21,2020-08-03,70.14
776,Malaria Awareness Campaign,2023-06-26,2018-08-05,56.0
777,Bed Net Distribution Program,2022-08-20,2022-11-26,68.67
778,Malaria Testing and Treatment Program,2022-08-17,2023-10-04,86.94
779,Bed Net Distribution Program,2018-11-26,2017-08-18,89.33
780,Bed Net Distribution Program,2016-10-11,2018-10-16,75.44
781,Malaria Testing and Treatment Program,2023-12-27,2020-11-05,83.93
782,Indoor Residual Spraying Campaign,2017-08-19,2020-07-25,70.52
783,Malaria Testing and Treatment Program,2018-01-04,2023-04-04,83.61
784,Bed Net Distribution Program,2017-11-13,2023-08-28,64.8
785,Community Health Worker Training,2021-04-20,2021-07-17,73.8
786,Indoor Residual Spraying Campaign,2018-08-24,2018-03-01,60.64
787,Indoor Residual Spraying Campaign,2023-05-03,2023-11-28,53.91
788,Community Health Worker Training,2020-12-04,2023-12-17,60.97
789,Bed Net Distribution Program,2023-02-19,2017-12-04,75.55
790,Community Health Worker Training,2017-05-09,2016-07-01,77.4
791,Indoor Residual Spraying Campaign,2019-05-16,2015-09-03,93.88
792,Bed Net Distribution Program,2016-12-03,2021-06-01,53.5
793,Indoor Residual Spraying Campaign,2016-07-02,2019-10-22,71.83
794,Bed Net Distribution Program,2016-08-28,2017-08-08,89.72
795,Bed Net Distribution Program,2020-07-24,2016-04-16,65.0
796,Community Health Worker Training,2018-09-20,2020-11-17,71.82
797,Malaria Testing and Treatment Program,2015-11-11,2016-04-19,75.19
798,Malaria Awareness Campaign,2018-10-17,2020-04-28,54.24
799,Bed Net Distribution Program,2021-07-25,2018-05-21,53.57
800,Malaria Testing and Treatment Program,2017-11-26,2019-04-30,57.95
801,Bed Net Distribution Program,2023-02-15,2018-11-04,70.21
802,Malaria Awareness Campaign,2015-04-12,2015-10-31,61.82
803,Malaria Testing and Treatment Program,2023-10-19,2018-12-19,50.39
804,Indoor Residual Spraying Campaign,2017-07-08,2016-05-30,78.69
805,Indoor Residual Spraying Campaign,2015-10-07,2016-06-06,75.7
806,Malaria Awareness Campaign,2019-10-16,2020-04-04,84.6
807,Community Health Worker Training,2023-06-24,2017-06-03,58.81
808,Indoor Residual Spraying Campaign,2023-02-15,2019-08-30,65.32
809,Indoor Residual Spraying Campaign,2015-12-23,2016-10-13,87.71
810,Malaria Awareness Campaign,2017-08-05,2015-08-20,57.88
811,Community Health Worker Training,2016-10-27,2015-03-05,76.66
812,Indoor Residual Spraying Campaign,2017-08-11,2022-07-11,71.69
813,Malaria Testing and Treatment Program,2021-01-12,2017-12-27,62.97
814,Malaria Awareness Campaign,2023-12-18,2023-06-11,92.14
815,Community Health Worker Training,2018-10-09,2023-06-23,75.07
816,Bed Net Distribution Program,2023-02-01,2018-04-27,54.03
817,Indoor Residual Spraying Campaign,2023-08-13,2015-12-25,92.53
818,Malaria Testing and Treatment Program,2016-06-18,2015-09-06,58.11
819,Malaria Awareness Campaign,2017-10-23,2020-03-22,90.46
820,Bed Net Distribution Program,2018-01-06,2018-04-07,78.21
821,Malaria Testing and Treatment Program,2018-09-12,2023-10-19,79.4
822,Malaria Awareness Campaign,2021-09-10,2017-10-23,75.43
823,Indoor Residual Spraying Campaign,2019-12-14,2016-10-19,85.98
824,Malaria Testing and Treatment Program,2023-12-20,2019-11-05,82.02
825,Community Health Worker Training,2021-11-04,2016-06-10,81.64
826,Malaria Testing and Treatment Program,2015-11-22,2019-02-09,51.6
827,Indoor Residual Spraying Campaign,2019-12-19,2020-03-26,77.92
828,Indoor Residual Spraying Campaign,2017-02-27,2018-09-09,67.4
829,Community Health Worker Training,2020-08-21,2022-01-08,54.17
830,Malaria Awareness Campaign,2016-07-27,2022-06-14,67.53
831,Community Health Worker Training,2018-06-24,2016-10-09,50.67
832,Bed Net Distribution Program,2023-12-08,2018-08-08,70.41
833,Malaria Testing and Treatment Program,2022-01-16,2015-01-16,83.56
834,Bed Net Distribution Program,2022-06-25,2021-09-22,57.57
835,Bed Net Distribution Program,2016-07-31,2019-01-31,58.51
836,Malaria Testing and Treatment Program,2015-05-24,2017-01-03,82.99
837,Malaria Testing and Treatment Program,2015-01-26,2020-04-23,69.75
838,Malaria Testing and Treatment Program,2016-04-21,2017-07-10,77.66
839,Bed Net Distribution Program,2020-08-05,2017-06-20,59.55
840,Indoor Residual Spraying Campaign,2020-12-01,2018-05-28,56.66
841,Community Health Worker Training,2015-05-15,2022-02-01,92.78
842,Malaria Testing and Treatment Program,2015-05-30,2015-06-07,62.01
843,Indoor Residual Spraying Campaign,2022-08-13,2022-02-13,89.28
844,Malaria Awareness Campaign,2020-03-31,2023-08-05,57.43
845,Bed Net Distribution Program,2016-05-12,2023-05-22,70.34
846,Malaria Awareness Campaign,2019-07-17,2021-01-15,62.62
847,Malaria Awareness Campaign,2019-07-30,2018-11-15,66.69
848,Indoor Residual Spraying Campaign,2021-02-03,2015-12-05,63.27
849,Indoor Residual Spraying Campaign,2018-09-23,2017-06-03,66.97
850,Malaria Awareness Campaign,2018-10-04,2016-03-19,70.03
851,Community Health Worker Training,2021-04-20,2017-05-13,76.08
852,Malaria Testing and Treatment Program,2017-09-25,2019-02-25,77.18
853,Malaria Testing and Treatment Program,2017-04-27,2015-09-16,87.48
854,Malaria Testing and Treatment Program,2021-11-16,2015-09-23,94.6
855,Indoor Residual Spraying Campaign,2018-04-16,2016-10-12,77.36
856,Bed Net Distribution Program,2022-06-03,2020-10-29,82.32
857,Community Health Worker Training,2023-10-06,2018-01-30,57.04
858,Bed Net Distribution Program,2021-09-15,2019-01-02,62.58
859,Community Health Worker Training,2021-10-22,2017-05-04,92.47
860,Malaria Testing and Treatment Program,2022-06-13,2018-06-07,58.92
861,Malaria Testing and Treatment Program,2022-05-23,2021-10-16,77.16
862,Community Health Worker Training,2023-05-25,2022-10-03,57.41
863,Community Health Worker Training,2018-04-04,2023-01-31,91.46
864,Indoor Residual Spraying Campaign,2022-02-06,2017-06-05,94.37
865,Malaria Testing and Treatment Program,2020-04-24,2020-08-16,65.22
866,Malaria Awareness Campaign,2023-07-23,2016-03-03,57.34
867,Malaria Testing and Treatment Program,2017-09-21,2017-07-31,65.22
868,Bed Net Distribution Program,2016-04-10,2021-05-27,66.7
869,Indoor Residual Spraying Campaign,2021-03-30,2020-07-28,73.32
870,Community Health Worker Training,2018-12-30,2015-04-08,52.62
871,Bed Net Distribution Program,2015-09-16,2017-04-05,58.62
872,Malaria Testing and Treatment Program,2018-08-18,2017-06-19,85.05
873,Bed Net Distribution Program,2019-07-29,2023-11-26,90.95
874,Community Health Worker Training,2017-04-20,2016-12-02,77.04
875,Indoor Residual Spraying Campaign,2023-01-17,2019-03-27,53.57
876,Malaria Awareness Campaign,2015-03-17,2022-09-16,61.1
877,Indoor Residual Spraying Campaign,2016-04-21,2021-04-05,87.47
878,Malaria Testing and Treatment Program,2018-11-04,2018-10-23,69.77
879,Indoor Residual Spraying Campaign,2019-11-21,2017-04-26,50.52
880,Indoor Residual Spraying Campaign,2020-08-20,2016-11-27,59.45
881,Community Health Worker Training,2021-02-03,2023-04-06,57.09
882,Malaria Awareness Campaign,2016-07-08,2022-07-30,91.66
883,Community Health Worker Training,2015-07-03,2017-04-12,67.81
884,Community Health Worker Training,2022-02-24,2023-04-18,69.48
885,Malaria Testing and Treatment Program,2018-08-26,2020-04-15,69.72
886,Malaria Testing and Treatment Program,2018-05-23,2023-04-18,53.2
887,Malaria Testing and Treatment Program,2022-05-27,2015-05-16,86.05
888,Bed Net Distribution Program,2023-09-30,2015-04-18,60.73
889,Malaria Awareness Campaign,2016-09-15,2023-07-23,69.83
890,Bed Net Distribution Program,2020-08-02,2016-02-01,87.54
891,Malaria Awareness Campaign,2017-03-10,2020-07-06,84.3
892,Malaria Awareness Campaign,2018-07-20,2017-05-02,68.46
893,Community Health Worker Training,2020-10-06,2022-07-30,57.86
894,Community Health Worker Training,2023-03-19,2022-03-24,60.91
895,Community Health Worker Training,2020-10-21,2020-06-11,76.02
896,Malaria Testing and Treatment Program,2021-06-11,2022-07-14,61.62
897,Bed Net Distribution Program,2022-08-05,2015-02-15,63.42
898,Malaria Awareness Campaign,2016-01-22,2021-01-01,68.41
899,Community Health Worker Training,2020-12-25,2019-10-01,74.55
900,Malaria Awareness Campaign,2020-08-25,2015-02-22,55.98
901,Community Health Worker Training,2018-05-26,2021-06-20,84.03
902,Bed Net Distribution Program,2023-01-01,2016-06-27,76.21
903,Bed Net Distribution Program,2018-08-06,2023-07-02,83.45
904,Indoor Residual Spraying Campaign,2021-09-23,2022-07-17,90.48
905,Malaria Testing and Treatment Program,2022-10-07,2015-01-21,74.4
906,Malaria Awareness Campaign,2018-11-26,2019-09-14,72.51
907,Malaria Testing and Treatment Program,2017-03-09,2023-07-30,51.35
908,Indoor Residual Spraying Campaign,2015-06-05,2018-11-28,63.81
909,Malaria Testing and Treatment Program,2016-05-23,2019-11-30,53.69
910,Malaria Testing and Treatment Program,2015-01-26,2021-02-13,51.66
911,Malaria Awareness Campaign,2015-10-12,2018-05-12,76.81
912,Community Health Worker Training,2019-03-18,2022-06-08,66.1
913,Bed Net Distribution Program,2019-05-19,2016-10-08,86.35
914,Bed Net Distribution Program,2019-02-08,2021-09-22,74.8
915,Bed Net Distribution Program,2016-08-22,2017-10-19,89.47
916,Malaria Testing and Treatment Program,2021-04-15,2017-10-01,79.4
917,Indoor Residual Spraying Campaign,2023-01-18,2022-07-08,66.42
918,Bed Net Distribution Program,2015-05-01,2021-02-04,53.51
919,Bed Net Distribution Program,2023-10-12,2017-05-15,85.07
920,Malaria Testing and Treatment Program,2020-06-11,2015-12-23,53.98
921,Community Health Worker Training,2023-04-25,2023-10-04,90.31
922,Indoor Residual Spraying Campaign,2015-07-17,2018-08-31,79.03
923,Community Health Worker Training,2016-03-11,2016-06-15,63.14
924,Indoor Residual Spraying Campaign,2019-02-10,2016-09-25,69.52
925,Malaria Testing and Treatment Program,2015-10-31,2022-08-01,86.1
926,Indoor Residual Spraying Campaign,2016-12-06,2022-12-04,92.84
927,Malaria Awareness Campaign,2019-08-29,2019-10-16,59.36
928,Malaria Awareness Campaign,2017-03-01,2023-12-04,81.09
929,Community Health Worker Training,2023-11-07,2020-11-15,54.35
930,Community Health Worker Training,2021-08-21,2018-02-17,92.33
931,Malaria Testing and Treatment Program,2018-03-13,2022-02-24,85.96
932,Community Health Worker Training,2020-01-26,2020-10-23,82.6
933,Indoor Residual Spraying Campaign,2017-09-26,2023-05-24,85.84
934,Bed Net Distribution Program,2020-09-20,2023-12-19,70.29
935,Indoor Residual Spraying Campaign,2019-02-19,2016-01-28,69.83
936,Indoor Residual Spraying Campaign,2017-06-13,2019-08-16,81.67
937,Indoor Residual Spraying Campaign,2018-10-23,2023-02-05,89.23
938,Community Health Worker Training,2023-11-27,2022-03-27,82.8
939,Malaria Testing and Treatment Program,2017-02-25,2021-09-25,73.26
940,Malaria Testing and Treatment Program,2022-06-20,2022-04-20,74.94
941,Malaria Awareness Campaign,2016-12-09,2017-03-15,93.19
942,Indoor Residual Spraying Campaign,2016-09-26,2015-07-25,70.49
943,Bed Net Distribution Program,2021-04-02,2020-08-11,90.09
944,Malaria Testing and Treatment Program,2023-03-22,2021-08-30,53.2
945,Malaria Testing and Treatment Program,2021-06-19,2022-09-13,50.73
946,Malaria Awareness Campaign,2016-01-01,2019-01-26,79.31
947,Community Health Worker Training,2021-09-11,2023-12-11,86.56
948,Malaria Testing and Treatment Program,2016-11-11,2016-03-18,74.99
949,Malaria Testing and Treatment Program,2020-12-06,2021-01-21,76.68
950,Community Health Worker Training,2015-11-28,2018-03-21,51.86
951,Malaria Awareness Campaign,2019-05-31,2022-12-08,55.08
952,Community Health Worker Training,2019-02-20,2019-10-22,71.89
953,Malaria Awareness Campaign,2023-02-08,2015-05-17,84.03
954,Community Health Worker Training,2020-01-05,2016-10-10,91.91
955,Community Health Worker Training,2018-11-15,2023-04-28,74.89
956,Malaria Testing and Treatment Program,2022-06-02,2021-06-14,60.46
957,Bed Net Distribution Program,2023-11-24,2019-08-05,73.41
958,Indoor Residual Spraying Campaign,2023-05-30,2017-07-29,64.95
959,Malaria Awareness Campaign,2020-03-02,2017-08-30,93.76
960,Malaria Testing and Treatment Program,2021-05-07,2018-12-11,62.65
961,Indoor Residual Spraying Campaign,2017-05-02,2023-11-13,86.19
962,Indoor Residual Spraying Campaign,2020-08-11,2019-11-07,67.68
963,Malaria Testing and Treatment Program,2022-06-17,2019-08-16,70.64
964,Indoor Residual Spraying Campaign,2022-04-25,2019-03-20,58.43
965,Bed Net Distribution Program,2020-06-28,2018-07-18,58.15
966,Bed Net Distribution Program,2020-06-24,2019-08-03,75.2
967,Malaria Awareness Campaign,2019-12-01,2022-12-12,72.45
968,Malaria Testing and Treatment Program,2017-02-17,2018-07-29,80.24
969,Malaria Awareness Campaign,2016-06-18,2016-05-06,68.67
970,Community Health Worker Training,2015-06-19,2015-07-08,75.87
971,Indoor Residual Spraying Campaign,2015-08-31,2019-11-07,57.93
972,Bed Net Distribution Program,2023-01-27,2017-09-19,84.43
973,Bed Net Distribution Program,2020-08-17,2016-12-19,91.89
974,Bed Net Distribution Program,2021-02-19,2020-12-29,68.05
975,Malaria Testing and Treatment Program,2018-08-09,2019-09-06,56.01
976,Malaria Awareness Campaign,2019-05-02,2019-03-21,71.96
977,Bed Net Distribution Program,2015-02-04,2021-09-14,77.85
978,Community Health Worker Training,2021-09-16,2016-04-25,82.24
979,Bed Net Distribution Program,2015-12-19,2019-11-05,73.74
980,Community Health Worker Training,2015-10-23,2018-03-15,82.01
981,Community Health Worker Training,2015-07-12,2018-04-02,82.53
982,Indoor Residual Spraying Campaign,2017-11-16,2020-10-17,88.23
983,Community Health Worker Training,2017-10-29,2016-02-21,90.52
984,Community Health Worker Training,2019-07-31,2018-05-01,64.46
985,Bed Net Distribution Program,2020-06-05,2023-06-10,66.73
986,Community Health Worker Training,2016-10-21,2023-02-24,94.56
987,Malaria Testing and Treatment Program,2017-08-06,2020-12-20,75.76
988,Bed Net Distribution Program,2022-09-22,2023-01-25,57.47
989,Malaria Testing and Treatment Program,2017-07-10,2015-09-12,55.07
990,Community Health Worker Training,2019-02-19,2020-05-04,81.97
991,Community Health Worker Training,2017-09-25,2015-06-22,73.52
992,Indoor Residual Spraying Campaign,2021-03-23,2020-11-30,61.75
993,Community Health Worker Training,2016-02-24,2021-06-30,84.48
994,Community Health Worker Training,2015-08-16,2016-07-01,88.28
995,Community Health Worker Training,2016-08-08,2017-04-22,76.9
996,Bed Net Distribution Program,2023-11-07,2016-03-02,62.27
997,Malaria Awareness Campaign,2019-03-04,2022-08-06,79.87
998,Malaria Awareness Campaign,2018-02-05,2018-09-03,69.76
999,Bed Net Distribution Program,2023-03-31,2020-12-04,59.44
1000,Malaria Testing and Treatment Program,2015-10-01,2022-03-04,72.89
1001,Indoor Residual Spraying Campaign,2019-07-06,2016-04-16,90.86
1002,Indoor Residual Spraying Campaign,2016-03-23,2020-07-02,93.92
1003,Community Health Worker Training,2015-07-24,2022-02-16,59.95
1004,Malaria Testing and Treatment Program,2015-12-27,2020-11-04,65.61
1005,Bed Net Distribution Program,2020-03-03,2015-11-18,63.98
1006,Malaria Testing and Treatment Program,2022-03-26,2022-03-15,74.76
1007,Malaria Awareness Campaign,2019-08-16,2020-04-05,56.89
1008,Malaria Awareness Campaign,2022-01-07,2018-07-31,78.0
1009,Bed Net Distribution Program,2020-11-08,2023-05-13,68.57
1010,Indoor Residual Spraying Campaign,2023-02-14,2019-01-20,75.71
1011,Malaria Testing and Treatment Program,2020-05-12,2017-06-22,60.48
1012,Community Health Worker Training,2020-09-27,2019-05-13,60.76
1013,Bed Net Distribution Program,2018-10-21,2022-12-19,58.2
1014,Community Health Worker Training,2017-09-13,2021-02-10,63.37
1015,Indoor Residual Spraying Campaign,2017-11-17,2023-04-23,74.06
1016,Bed Net Distribution Program,2023-05-02,2016-11-07,69.96
1017,Community Health Worker Training,2018-05-29,2016-08-18,58.72
1018,Community Health Worker Training,2017-05-21,2015-12-04,64.43
1019,Bed Net Distribution Program,2019-11-29,2022-01-14,80.86
1020,Bed Net Distribution Program,2023-11-30,2023-07-14,90.17
1021,Indoor Residual Spraying Campaign,2021-04-09,2015-04-29,90.27
1022,Malaria Testing and Treatment Program,2019-11-07,2022-09-14,66.41
1023,Bed Net Distribution Program,2021-08-12,2021-08-23,76.92
1024,Community Health Worker Training,2018-09-28,2021-09-18,91.14
1025,Malaria Testing and Treatment Program,2022-01-26,2022-11-05,87.12
1026,Community Health Worker Training,2016-08-20,2021-01-03,60.81
1027,Bed Net Distribution Program,2022-03-31,2022-04-21,84.28
1028,Indoor Residual Spraying Campaign,2015-10-03,2021-11-26,67.19
1029,Malaria Testing and Treatment Program,2017-10-30,2017-01-07,71.46
1030,Community Health Worker Training,2017-06-11,2020-02-08,64.1
1031,Community Health Worker Training,2019-10-11,2019-09-26,71.56
1032,Bed Net Distribution Program,2018-09-08,2022-05-10,65.03
1033,Malaria Testing and Treatment Program,2017-08-17,2020-01-07,90.99
1034,Malaria Testing and Treatment Program,2018-12-03,2017-02-08,91.6
1035,Bed Net Distribution Program,2023-04-14,2023-09-04,64.57
1036,Community Health Worker Training,2017-03-11,2018-02-13,78.65
1037,Malaria Testing and Treatment Program,2017-11-01,2022-08-22,78.81
1038,Community Health Worker Training,2017-04-11,2015-04-05,56.58
1039,Community Health Worker Training,2020-12-13,2023-10-29,80.86
1040,Malaria Awareness Campaign,2015-01-06,2022-04-11,54.43
1041,Community Health Worker Training,2018-08-06,2018-06-05,74.0
1042,Community Health Worker Training,2017-09-25,2016-02-20,69.38
1043,Indoor Residual Spraying Campaign,2017-05-01,2023-02-27,90.19
1044,Indoor Residual Spraying Campaign,2015-06-09,2019-07-28,87.97
1045,Bed Net Distribution Program,2017-09-29,2023-04-02,88.66
1046,Indoor Residual Spraying Campaign,2021-01-12,2021-01-24,72.39
1047,Community Health Worker Training,2021-01-10,2021-06-11,85.53
1048,Malaria Testing and Treatment Program,2022-10-22,2021-04-05,58.99
1049,Community Health Worker Training,2021-12-16,2019-04-03,56.69
1050,Indoor Residual Spraying Campaign,2015-06-30,2023-05-11,80.42
1051,Malaria Testing and Treatment Program,2015-09-26,2021-10-17,78.59
1052,Community Health Worker Training,2015-09-17,2016-12-26,60.24
1053,Malaria Testing and Treatment Program,2017-03-24,2016-01-05,51.6
1054,Community Health Worker Training,2015-02-12,2020-11-11,54.51
1055,Malaria Testing and Treatment Program,2018-04-17,2019-07-15,91.64
1056,Bed Net Distribution Program,2022-05-03,2020-06-26,70.48
1057,Indoor Residual Spraying Campaign,2021-01-28,2022-01-29,69.13
1058,Malaria Awareness Campaign,2022-12-23,2021-11-20,60.87
1059,Malaria Awareness Campaign,2018-01-23,2019-10-14,82.21
1060,Indoor Residual Spraying Campaign,2016-12-08,2016-11-30,80.65
1061,Indoor Residual Spraying Campaign,2023-10-14,2020-01-27,94.26
1062,Malaria Testing and Treatment Program,2015-11-16,2017-01-25,63.11
1063,Malaria Awareness Campaign,2016-10-01,2021-03-30,78.7
1064,Indoor Residual Spraying Campaign,2016-09-19,2017-06-12,94.8
1065,Malaria Testing and Treatment Program,2023-10-11,2023-10-12,75.16
1066,Community Health Worker Training,2019-12-20,2018-12-02,86.78
1067,Malaria Testing and Treatment Program,2018-05-30,2022-10-20,94.11
1068,Malaria Awareness Campaign,2015-09-11,2017-07-27,55.77
1069,Indoor Residual Spraying Campaign,2021-09-20,2015-04-28,86.33
1070,Malaria Awareness Campaign,2022-04-25,2022-10-01,55.08
1071,Indoor Residual Spraying Campaign,2016-04-01,2015-07-21,68.41
1072,Community Health Worker Training,2021-06-30,2020-10-04,54.75
1073,Bed Net Distribution Program,2020-12-14,2015-07-26,82.71
1074,Bed Net Distribution Program,2018-06-24,2017-12-20,53.79
1075,Malaria Testing and Treatment Program,2018-10-18,2020-03-15,54.89
1076,Indoor Residual Spraying Campaign,2019-10-02,2015-09-16,60.73
1077,Malaria Testing and Treatment Program,2017-02-27,2018-11-13,59.71
1078,Community Health Worker Training,2015-02-13,2015-12-19,90.69
1079,Bed Net Distribution Program,2018-09-06,2023-11-09,56.65
1080,Malaria Awareness Campaign,2018-10-20,2017-12-12,92.09
1081,Malaria Testing and Treatment Program,2021-03-29,2015-08-18,77.34
1082,Indoor Residual Spraying Campaign,2021-11-12,2019-01-23,70.45
1083,Bed Net Distribution Program,2018-03-25,2018-02-02,51.71
1084,Bed Net Distribution Program,2020-10-19,2020-10-04,91.08
1085,Community Health Worker Training,2020-09-18,2018-10-04,54.96
1086,Bed Net Distribution Program,2015-09-21,2020-02-06,79.1
1087,Malaria Testing and Treatment Program,2019-01-19,2019-02-01,86.27
1088,Community Health Worker Training,2017-01-21,2020-09-16,53.33
1089,Malaria Testing and Treatment Program,2019-11-27,2021-10-09,79.96
1090,Indoor Residual Spraying Campaign,2015-07-18,2021-11-13,74.65
1091,Bed Net Distribution Program,2019-05-04,2019-07-03,67.76
1092,Malaria Awareness Campaign,2021-06-23,2020-02-11,82.06
1093,Community Health Worker Training,2020-03-19,2021-06-13,66.73
1094,Bed Net Distribution Program,2015-09-01,2017-06-13,67.55
1095,Indoor Residual Spraying Campaign,2018-03-31,2015-09-15,54.26
1096,Malaria Testing and Treatment Program,2021-11-14,2015-11-20,77.32
1097,Bed Net Distribution Program,2022-11-06,2019-12-10,80.93
1098,Malaria Testing and Treatment Program,2019-08-14,2020-06-23,63.07
1099,Community Health Worker Training,2022-10-09,2023-10-12,65.91
1100,Community Health Worker Training,2016-10-12,2018-11-17,62.04
1101,Malaria Testing and Treatment Program,2020-10-06,2022-08-08,65.62
1102,Malaria Awareness Campaign,2016-11-15,2022-04-09,91.99
1103,Malaria Testing and Treatment Program,2020-04-14,2018-11-26,52.18
1104,Malaria Testing and Treatment Program,2022-06-20,2021-01-28,78.16
1105,Malaria Testing and Treatment Program,2017-06-12,2015-06-26,82.45
1106,Malaria Awareness Campaign,2020-08-05,2021-08-13,63.18
1107,Community Health Worker Training,2021-11-21,2023-11-05,68.15
1108,Malaria Testing and Treatment Program,2023-09-05,2022-04-07,94.54
1109,Malaria Testing and Treatment Program,2018-12-06,2022-02-06,64.73
1110,Indoor Residual Spraying Campaign,2021-12-14,2015-02-07,76.86
1111,Indoor Residual Spraying Campaign,2023-04-23,2018-10-13,77.82
1112,Community Health Worker Training,2023-06-29,2015-08-15,64.68
1113,Bed Net Distribution Program,2021-09-29,2023-05-10,63.16
1114,Malaria Testing and Treatment Program,2017-12-16,2020-11-13,63.76
1115,Malaria Awareness Campaign,2016-04-24,2018-03-09,50.05
1116,Indoor Residual Spraying Campaign,2022-05-26,2022-04-18,64.17
1117,Malaria Awareness Campaign,2018-08-06,2019-05-28,56.5
1118,Community Health Worker Training,2019-06-01,2020-03-09,92.98
1119,Malaria Testing and Treatment Program,2018-07-12,2019-05-15,50.7
1120,Malaria Awareness Campaign,2018-02-02,2022-09-24,94.69
1121,Malaria Awareness Campaign,2015-12-19,2020-08-05,57.41
1122,Malaria Awareness Campaign,2022-06-13,2020-04-02,57.84
1123,Malaria Testing and Treatment Program,2016-10-28,2016-03-03,60.13
1124,Malaria Testing and Treatment Program,2017-09-28,2018-11-17,81.75
1125,Indoor Residual Spraying Campaign,2020-08-01,2021-06-29,58.16
1126,Indoor Residual Spraying Campaign,2022-09-15,2022-02-13,84.89
1127,Indoor Residual Spraying Campaign,2016-03-01,2023-05-27,62.13
1128,Bed Net Distribution Program,2022-11-30,2019-12-22,83.0
1129,Indoor Residual Spraying Campaign,2018-04-03,2016-10-09,69.25
1130,Bed Net Distribution Program,2019-07-09,2021-08-10,59.59
1131,Malaria Awareness Campaign,2022-09-17,2017-11-18,88.37
1132,Indoor Residual Spraying Campaign,2022-07-23,2018-04-19,69.04
1133,Malaria Testing and Treatment Program,2016-03-07,2019-06-10,84.51
1134,Community Health Worker Training,2021-03-16,2017-08-21,92.19
1135,Malaria Testing and Treatment Program,2023-03-05,2021-10-26,60.79
1136,Bed Net Distribution Program,2022-10-07,2023-01-18,78.22
1137,Indoor Residual Spraying Campaign,2017-06-03,2018-06-02,63.84
1138,Malaria Awareness Campaign,2019-04-29,2019-04-10,56.37
1139,Bed Net Distribution Program,2022-07-22,2021-01-09,74.84
1140,Community Health Worker Training,2015-04-05,2022-07-28,53.48
1141,Bed Net Distribution Program,2017-11-29,2023-04-17,90.26
1142,Malaria Testing and Treatment Program,2017-04-22,2022-02-04,83.02
1143,Community Health Worker Training,2015-03-19,2019-01-09,54.39
1144,Bed Net Distribution Program,2022-01-05,2017-06-11,56.09
1145,Malaria Testing and Treatment Program,2023-02-07,2017-04-11,87.12
1146,Indoor Residual Spraying Campaign,2021-02-20,2022-11-14,74.99
1147,Malaria Awareness Campaign,2023-01-12,2023-07-05,50.76
1148,Indoor Residual Spraying Campaign,2016-11-13,2017-06-03,83.77
1149,Malaria Testing and Treatment Program,2018-11-14,2021-11-27,79.38
1150,Malaria Testing and Treatment Program,2016-10-19,2016-05-14,69.61
1151,Malaria Awareness Campaign,2019-03-28,2018-10-11,66.91
1152,Indoor Residual Spraying Campaign,2018-01-30,2020-02-10,90.28
1153,Malaria Awareness Campaign,2021-04-13,2015-11-19,72.76
1154,Indoor Residual Spraying Campaign,2020-02-09,2017-10-30,86.63
1155,Indoor Residual Spraying Campaign,2021-03-27,2018-06-28,92.66
1156,Malaria Awareness Campaign,2017-02-05,2018-07-20,69.84
1157,Indoor Residual Spraying Campaign,2023-06-11,2020-09-25,89.04
1158,Community Health Worker Training,2022-12-01,2022-09-19,65.21
1159,Malaria Testing and Treatment Program,2021-11-22,2022-05-02,55.38
1160,Malaria Awareness Campaign,2015-04-01,2015-06-01,82.79
1161,Malaria Testing and Treatment Program,2018-11-10,2015-02-21,80.15
1162,Bed Net Distribution Program,2019-04-01,2016-03-05,55.09
1163,Community Health Worker Training,2020-08-13,2015-02-10,93.15
1164,Community Health Worker Training,2016-03-29,2020-12-03,72.96
1165,Malaria Testing and Treatment Program,2019-07-29,2016-08-23,65.0
1166,Bed Net Distribution Program,2023-05-24,2017-01-30,72.95
1167,Malaria Testing and Treatment Program,2022-02-24,2023-09-27,56.75
1168,Indoor Residual Spraying Campaign,2021-06-23,2021-03-09,71.67
1169,Malaria Testing and Treatment Program,2019-07-15,2016-11-11,69.58
1170,Bed Net Distribution Program,2019-06-25,2016-10-16,53.84
1171,Indoor Residual Spraying Campaign,2015-02-07,2015-10-31,77.76
1172,Bed Net Distribution Program,2019-04-14,2017-09-25,77.54
1173,Malaria Awareness Campaign,2023-07-03,2021-10-27,57.43
1174,Community Health Worker Training,2022-09-21,2023-04-07,75.77
