Weather_key,Temperature,Humidity,Rainfall,Wind_speed,Weather_pattern
597,32.44,84.63,222.97,6.41,Sunny
598,34.97,78.2,170.56,14.14,Cloudy
599,24.5,83.52,170.26,0.68,Sunny
600,29.11,90.36,205.49,19.9,Cloudy
601,34.3,83.79,172.53,7.6,Sunny
602,20.23,81.53,286.29,10.42,Sunny
603,26.59,68.58,248.44,18.84,Rainy
604,20.75,85.37,43.47,6.13,Cloudy
605,24.87,76.92,77.25,3.28,Rainy
606,34.63,86.99,236.99,12.03,Rainy
607,26.57,60.16,178.63,10.98,Rainy
608,32.94,79.0,73.32,3.46,Rainy
609,33.0,83.08,167.33,0.48,Stormy
610,26.28,76.24,64.68,14.07,Sunny
611,21.42,69.27,222.79,0.95,Sunny
612,22.6,72.63,284.0,7.7,Cloudy
613,23.29,86.72,88.32,14.66,Sunny
614,25.62,61.08,42.13,1.36,Stormy
615,22.24,74.52,11.51,3.67,Stormy
616,29.41,60.42,178.95,19.6,Sunny
617,20.28,62.8,146.45,5.59,Stormy
618,20.66,65.74,4.58,19.98,Stormy
619,20.32,86.58,149.54,10.09,Cloudy
620,30.54,60.72,7.04,7.19,Cloudy
621,23.01,91.42,100.97,17.86,Stormy
622,25.67,76.71,15.42,13.53,Stormy
623,20.68,80.84,11.73,8.91,Rainy
624,25.13,89.06,29.48,11.85,Stormy
625,21.68,81.83,139.46,5.77,Cloudy
626,33.01,70.11,246.44,11.34,Rainy
627,34.05,62.54,178.09,16.78,Stormy
628,26.79,70.69,210.82,6.12,Cloudy
629,25.29,70.1,41.57,17.04,Sunny
630,21.41,94.97,288.69,3.1,Rainy
631,29.31,69.1,280.81,11.22,Cloudy
632,32.16,60.17,92.42,19.68,Stormy
633,29.84,91.71,43.28,11.22,Cloudy
634,34.26,64.05,124.57,13.01,Cloudy
635,27.0,73.19,178.18,7.21,Sunny
636,22.08,86.68,257.53,8.36,Rainy
637,29.54,67.63,238.31,14.57,Stormy
638,24.7,69.51,214.98,12.69,Stormy
639,24.22,66.52,142.81,7.47,Cloudy
640,29.24,65.56,165.38,17.45,Rainy
641,23.03,73.47,204.65,14.55,Rainy
642,32.89,65.37,265.61,17.78,Sunny
643,20.28,92.2,204.83,17.43,Rainy
644,29.84,82.05,226.73,19.31,Stormy
645,22.66,79.53,17.59,0.97,Sunny
646,34.03,86.05,66.83,3.64,Rainy
647,34.39,83.51,270.86,11.61,Stormy
648,30.12,85.89,77.34,12.16,Cloudy
649,21.46,90.65,213.58,10.36,Sunny
650,22.32,74.86,268.73,15.66,Rainy
651,22.54,68.91,287.2,11.43,Sunny
652,24.5,79.09,184.55,15.32,Sunny
653,29.76,86.65,187.91,17.15,Cloudy
654,26.62,80.86,233.72,3.71,Sunny
655,26.85,93.75,20.37,5.26,Sunny
656,23.59,76.13,285.12,14.11,Cloudy
657,34.89,64.26,62.32,13.43,Rainy
658,23.03,81.99,82.18,11.76,Stormy
659,23.32,76.83,137.87,17.42,Rainy
660,28.0,70.65,227.42,11.86,Sunny
661,27.7,82.99,65.3,8.5,Cloudy
662,30.2,71.27,296.31,13.75,Stormy
663,33.91,87.38,213.59,11.96,Cloudy
664,25.72,73.65,276.02,0.34,Sunny
665,23.75,91.4,177.71,0.59,Stormy
666,23.04,63.2,277.46,17.33,Sunny
667,28.56,80.31,198.74,13.7,Sunny
668,21.61,76.68,82.34,9.75,Rainy
669,34.4,92.78,255.4,14.32,Stormy
670,22.56,73.12,68.46,5.05,Rainy
671,21.92,88.0,167.46,1.78,Cloudy
672,34.88,74.17,233.04,19.09,Sunny
673,32.32,94.16,32.93,4.5,Sunny
674,23.78,69.29,98.9,7.84,Sunny
675,25.84,89.16,162.78,11.06,Stormy
676,31.14,81.84,192.15,5.88,Sunny
677,30.25,90.98,100.49,19.9,Sunny
678,23.87,75.8,297.29,12.5,Cloudy
679,34.76,63.36,257.32,7.37,Sunny
680,26.51,65.94,80.15,4.39,Stormy
681,29.6,67.45,18.29,11.32,Rainy
682,33.81,65.17,288.78,13.88,Rainy
683,30.82,93.08,54.49,6.07,Stormy
684,22.23,76.22,127.88,5.18,Stormy
685,26.25,80.35,71.58,2.98,Sunny
686,27.63,74.14,160.3,5.48,Rainy
687,25.57,61.3,203.45,4.94,Sunny
688,22.44,75.1,122.05,17.65,Rainy
689,32.9,66.69,65.62,19.41,Cloudy
690,33.27,86.92,113.24,6.95,Sunny
691,34.39,61.73,74.66,5.52,Sunny
692,24.84,81.14,169.74,2.69,Sunny
693,28.91,83.09,13.28,3.72,Stormy
694,32.14,80.14,174.03,5.61,Sunny
695,32.53,65.78,257.02,12.29,Cloudy
696,22.21,62.19,298.65,18.14,Rainy
697,24.84,60.14,57.7,0.83,Stormy
698,32.13,77.01,270.74,13.53,Sunny
699,31.92,84.24,35.28,11.6,Cloudy
700,30.52,84.52,0.21,12.99,Stormy
701,32.07,90.42,185.29,15.5,Stormy
702,29.54,88.17,143.05,1.97,Stormy
703,23.6,66.15,180.7,0.74,Cloudy
704,26.11,77.69,253.35,17.04,Cloudy
705,27.26,90.09,179.32,4.83,Cloudy
706,24.3,70.37,160.29,2.84,Sunny
707,33.22,84.84,271.18,8.94,Stormy
708,24.28,89.93,237.91,17.67,Sunny
709,22.08,77.19,91.97,0.87,Sunny
710,34.62,88.11,147.54,6.69,Sunny
711,25.37,82.63,238.81,6.69,Cloudy
712,26.0,87.79,19.17,10.32,Stormy
713,31.19,70.14,230.43,7.93,Sunny
714,28.02,69.45,25.7,7.35,Stormy
715,33.81,72.24,211.34,10.84,Sunny
716,22.38,84.79,169.15,3.86,Stormy
717,20.31,77.23,174.47,8.84,Rainy
718,21.73,64.08,203.17,14.98,Sunny
719,21.1,72.82,105.16,7.16,Stormy
720,24.71,70.03,126.4,2.8,Stormy
721,28.54,70.71,253.58,3.79,Rainy
722,32.06,72.7,49.34,8.7,Stormy
723,25.83,63.58,197.13,3.6,Stormy
724,20.61,70.96,40.61,7.82,Cloudy
725,22.66,68.06,250.03,10.09,Stormy
726,20.01,67.07,250.28,18.71,Rainy
727,25.28,62.32,38.09,18.61,Stormy
728,20.77,67.99,193.38,19.73,Cloudy
729,20.0,82.98,252.6,17.9,Stormy
730,33.55,89.59,148.62,4.49,Stormy
731,21.45,75.18,15.57,8.43,Cloudy
732,20.7,81.78,0.42,8.04,Cloudy
733,26.88,62.8,153.8,18.78,Rainy
734,26.3,89.23,191.05,13.35,Rainy
735,32.65,82.1,113.07,18.77,Stormy
736,27.5,74.58,14.21,17.51,Stormy
737,24.68,75.97,19.33,2.76,Sunny
738,33.59,63.72,56.72,18.02,Sunny
739,34.03,72.55,29.49,6.51,Sunny
740,24.15,69.51,206.21,10.49,Cloudy
741,32.7,93.08,139.85,19.14,Rainy
742,21.87,77.5,289.42,4.15,Rainy
743,32.01,70.76,194.42,5.59,Stormy
744,30.87,61.57,291.22,10.83,Stormy
745,27.52,89.41,274.32,13.53,Stormy
746,26.97,72.69,161.85,16.59,Sunny
747,29.28,65.52,97.37,18.46,Rainy
748,32.8,86.51,87.97,17.02,Stormy
749,30.49,65.03,205.28,17.03,Cloudy
750,21.2,92.52,36.7,6.92,Stormy
751,23.88,76.49,161.22,17.84,Stormy
752,24.54,72.97,116.45,7.15,Rainy
753,27.03,92.48,57.48,18.68,Cloudy
754,23.49,89.41,94.77,6.57,Rainy
755,32.8,92.22,204.8,4.95,Stormy
756,31.01,73.24,1.58,6.31,Cloudy
757,25.38,92.23,264.88,18.09,Sunny
758,24.74,65.59,19.37,8.35,Sunny
759,32.32,78.92,209.95,14.03,Stormy
760,31.48,67.6,41.98,17.35,Rainy
761,23.3,68.49,108.42,14.13,Sunny
762,26.62,71.7,155.1,17.7,Sunny
763,20.38,89.75,289.41,16.73,Cloudy
764,27.0,60.1,285.02,17.39,Stormy
765,29.83,75.83,0.23,6.46,Rainy
766,27.95,88.36,128.6,12.67,Rainy
767,26.53,76.66,32.52,7.84,Sunny
768,30.43,71.09,158.0,14.36,Sunny
769,20.16,93.5,139.07,10.41,Sunny
770,22.34,84.5,117.99,12.81,Cloudy
771,30.3,68.66,11.63,5.82,Cloudy
772,26.0,68.35,215.89,13.99,Stormy
773,32.24,84.49,182.36,18.25,Sunny
774,22.1,63.13,135.87,5.79,Cloudy
775,28.47,66.61,130.98,2.42,Cloudy
776,27.05,90.9,251.37,5.73,Sunny
777,32.32,85.09,145.39,6.63,Sunny
778,20.65,82.08,157.28,3.54,Cloudy
779,27.45,84.44,265.03,17.81,Rainy
780,33.36,66.59,114.06,4.59,Stormy
781,24.16,63.52,57.03,9.38,Sunny
782,23.72,62.5,281.6,1.49,Sunny
783,23.74,72.85,123.81,16.44,Stormy
784,31.1,88.5,16.22,9.83,Stormy
785,25.45,84.76,236.77,4.84,Stormy
786,33.78,70.97,93.98,8.32,Rainy
787,31.55,70.85,82.12,5.99,Sunny
788,20.91,62.33,87.02,15.96,Rainy
789,28.56,87.93,195.27,17.75,Rainy
790,28.88,91.83,43.03,16.16,Sunny
791,23.48,83.04,285.71,10.7,Rainy
792,20.74,63.38,130.35,8.48,Sunny
793,34.18,67.7,212.37,1.68,Stormy
794,28.13,66.92,95.79,6.34,Cloudy
795,26.33,64.12,135.63,18.75,Cloudy
796,30.13,92.52,123.84,13.83,Sunny
797,33.63,86.6,60.35,18.93,Sunny
798,32.33,76.23,245.74,14.04,Stormy
799,20.91,67.47,266.84,0.85,Cloudy
800,23.11,79.94,72.63,2.88,Rainy
801,28.58,74.75,21.2,19.46,Stormy
802,25.99,61.5,143.39,0.39,Rainy
803,21.59,81.72,85.3,4.58,Rainy
804,24.29,90.42,120.03,12.39,Cloudy
805,27.07,67.78,278.31,13.48,Sunny
806,27.08,90.8,214.08,1.17,Stormy
807,28.44,88.62,277.31,3.61,Rainy
808,34.37,93.08,155.41,7.36,Cloudy
809,26.97,80.4,90.54,12.21,Rainy
810,20.94,60.85,70.2,18.66,Rainy
811,29.75,80.11,40.77,11.77,Sunny
812,34.15,64.61,220.6,9.41,Cloudy
813,29.18,65.25,87.96,19.41,Sunny
814,27.9,70.45,225.87,12.16,Sunny
815,27.37,86.8,82.23,16.06,Sunny
816,28.86,91.85,223.62,3.94,Sunny
817,20.29,69.8,222.4,10.99,Sunny
818,22.41,60.01,171.49,16.01,Rainy
819,25.26,68.1,41.74,18.01,Sunny
820,26.88,73.33,239.84,6.53,Stormy
821,23.93,88.01,37.74,13.29,Rainy
822,24.05,84.29,77.17,15.64,Stormy
823,24.43,62.99,274.6,16.24,Sunny
824,27.61,92.57,261.61,1.32,Stormy
825,34.52,70.75,45.19,1.72,Cloudy
826,30.72,91.73,98.51,7.86,Cloudy
827,28.33,64.32,214.22,14.6,Cloudy
828,26.46,82.43,170.12,18.42,Cloudy
829,29.87,92.23,13.81,10.9,Cloudy
830,23.59,85.07,102.91,1.87,Stormy
831,25.74,87.55,49.03,11.99,Cloudy
832,33.56,92.11,297.36,19.31,Rainy
833,29.62,74.41,296.6,1.43,Sunny
834,21.59,75.82,42.15,16.87,Stormy
835,30.24,75.85,37.55,1.25,Rainy
836,29.17,67.35,140.46,9.78,Rainy
837,28.28,87.8,171.17,5.58,Cloudy
838,22.71,80.47,232.52,15.08,Sunny
839,33.98,76.87,77.48,15.63,Cloudy
840,29.15,74.54,205.0,15.89,Sunny
841,33.62,66.69,285.27,12.86,Stormy
842,21.84,74.72,88.68,1.08,Sunny
843,25.11,78.44,183.92,15.45,Stormy
844,28.58,80.7,189.59,14.11,Cloudy
845,32.09,73.5,248.35,8.21,Stormy
846,33.72,94.15,96.95,17.61,Cloudy
847,25.17,90.84,126.83,16.25,Sunny
848,33.08,68.04,92.77,8.77,Stormy
849,33.44,83.61,146.7,19.67,Sunny
850,27.49,76.91,166.34,5.23,Stormy
851,31.48,73.11,266.2,10.92,Rainy
852,24.53,89.25,113.96,4.94,Sunny
853,24.08,85.61,21.17,9.78,Rainy
854,27.83,82.46,251.46,19.83,Cloudy
855,20.21,85.67,37.27,17.14,Sunny
856,27.61,88.68,116.26,13.02,Sunny
857,28.88,63.06,294.29,19.64,Cloudy
858,20.07,90.55,110.54,11.3,Sunny
859,31.86,89.58,106.15,3.05,Cloudy
860,26.99,89.77,5.48,7.88,Sunny
861,27.87,84.91,154.66,16.7,Cloudy
862,24.44,93.6,114.32,7.46,Sunny
863,23.14,78.11,148.15,8.84,Stormy
864,29.02,76.44,268.35,9.05,Sunny
865,25.91,78.17,247.15,15.38,Cloudy
866,20.2,93.22,25.38,12.15,Cloudy
867,23.69,70.23,4.42,8.99,Sunny
868,21.09,62.0,42.49,18.82,Cloudy
869,24.48,77.92,114.01,10.02,Sunny
870,29.98,64.8,226.35,6.86,Stormy
871,31.24,62.7,145.51,19.47,Sunny
872,22.65,79.28,241.5,15.4,Cloudy
873,20.34,61.62,258.12,7.27,Cloudy
874,25.72,60.24,98.37,17.47,Stormy
875,30.42,81.26,248.45,4.82,Cloudy
876,26.22,80.79,263.13,18.17,Cloudy
877,25.06,90.4,172.41,3.7,Stormy
878,25.13,75.76,230.06,17.73,Cloudy
879,28.06,78.29,263.28,8.76,Sunny
880,28.51,75.57,298.99,8.73,Stormy
881,29.03,93.36,220.86,14.91,Sunny
882,31.69,64.25,70.09,11.84,Stormy
883,22.64,66.36,192.18,14.02,Cloudy
884,29.63,70.41,231.67,6.33,Rainy
885,29.8,64.02,24.39,6.08,Sunny
886,28.19,91.38,273.32,13.03,Rainy
887,31.9,67.46,238.71,4.56,Cloudy
888,34.53,67.29,51.74,1.48,Rainy
889,30.74,78.66,178.12,8.11,Sunny
890,34.99,78.59,176.04,8.54,Stormy
891,33.94,66.17,62.69,1.81,Stormy
892,25.85,64.5,60.92,11.14,Cloudy
893,27.84,79.49,140.89,2.27,Stormy
894,27.32,78.0,144.44,13.94,Rainy
895,28.45,94.8,110.74,3.66,Cloudy
896,33.68,81.66,266.02,17.27,Cloudy
897,33.38,70.27,282.83,12.88,Stormy
898,31.29,66.67,125.71,2.09,Sunny
899,23.77,80.83,152.65,4.74,Sunny
900,33.99,80.31,85.43,8.77,Sunny
901,30.86,65.24,256.75,19.67,Sunny
902,28.18,63.3,79.48,15.3,Stormy
903,26.54,89.83,188.33,13.25,Rainy
904,31.77,93.86,28.84,9.13,Sunny
905,31.79,63.78,148.72,14.09,Rainy
906,34.62,88.53,142.92,1.36,Cloudy
907,34.36,89.84,135.68,18.32,Rainy
908,32.6,78.52,281.18,1.23,Cloudy
909,26.31,93.72,122.13,10.75,Sunny
910,25.57,89.87,269.42,9.45,Sunny
911,27.07,61.55,212.51,4.81,Cloudy
912,20.57,89.47,159.99,17.05,Stormy
913,34.35,68.42,285.36,15.03,Rainy
914,21.76,66.95,228.89,14.33,Rainy
915,33.63,82.5,128.93,17.25,Stormy
916,29.88,78.47,182.86,3.53,Cloudy
917,27.29,91.05,67.82,9.82,Rainy
918,34.34,90.36,240.21,2.36,Rainy
919,24.68,71.84,98.4,13.32,Stormy
920,21.24,89.34,279.55,2.31,Cloudy
921,32.76,70.08,88.24,7.29,Sunny
922,32.24,69.26,296.77,10.66,Sunny
923,24.4,81.39,5.06,12.21,Rainy
924,26.38,91.43,265.43,14.92,Rainy
925,32.34,70.5,130.88,2.71,Cloudy
926,32.48,79.55,265.54,7.41,Cloudy
927,33.25,82.99,80.11,18.66,Sunny
928,24.43,65.02,263.89,8.08,Cloudy
929,24.79,68.56,169.33,8.77,Rainy
930,33.41,75.75,97.06,3.92,Sunny
931,20.98,80.27,176.97,9.6,Stormy
932,28.38,80.91,111.57,2.71,Stormy
933,20.25,87.74,45.05,1.01,Rainy
934,31.05,61.34,213.18,3.61,Stormy
935,33.75,71.01,276.95,7.8,Stormy
936,25.68,88.47,261.94,1.77,Cloudy
937,23.51,60.1,55.98,7.38,Cloudy
938,31.33,66.87,254.53,3.08,Cloudy
939,23.32,68.63,72.88,18.41,Sunny
940,34.68,88.83,58.57,6.04,Rainy
941,20.77,70.95,79.74,4.24,Stormy
942,21.59,62.46,131.98,13.36,Cloudy
943,23.73,75.33,267.17,13.68,Stormy
944,28.63,87.08,295.74,11.85,Stormy
945,32.58,87.14,220.07,17.9,Cloudy
946,27.5,84.82,168.77,9.9,Rainy
947,22.51,65.72,266.1,2.95,Rainy
948,28.66,67.6,276.82,7.5,Rainy
949,34.55,92.14,76.23,11.1,Rainy
950,30.76,65.72,59.77,3.68,Stormy
951,26.51,79.67,218.24,3.03,Rainy
952,34.71,89.77,237.14,12.53,Rainy
953,30.47,94.05,65.95,1.15,Rainy
954,32.55,88.49,209.52,0.31,Rainy
955,28.55,93.11,67.34,3.27,Cloudy
956,22.54,65.08,4.24,6.43,Rainy
957,23.45,65.33,205.32,2.65,Cloudy
958,26.34,87.73,136.34,1.67,Stormy
959,28.15,94.52,130.38,18.31,Sunny
960,27.05,93.52,121.79,18.32,Sunny
961,22.94,93.98,96.96,13.12,Stormy
962,20.37,94.69,112.75,4.61,Cloudy
963,32.67,92.19,84.8,6.85,Cloudy
964,27.53,72.35,109.9,3.9,Rainy
965,26.5,91.47,262.33,19.94,Cloudy
966,31.51,83.15,78.14,1.02,Rainy
967,23.4,60.98,231.02,12.57,Sunny
968,30.5,66.36,248.05,13.02,Rainy
969,25.96,72.8,270.24,10.45,Cloudy
970,30.75,60.95,120.95,2.75,Rainy
971,28.9,93.8,68.66,8.9,Stormy
972,29.71,68.16,5.8,6.79,Cloudy
973,29.96,84.44,269.01,14.12,Stormy
974,25.06,92.68,168.47,6.04,Cloudy
975,24.5,87.95,46.01,13.26,Cloudy
976,20.41,90.01,222.1,16.75,Rainy
977,25.79,94.47,5.52,15.76,Sunny
978,24.84,86.01,188.47,17.39,Cloudy
979,33.3,86.24,227.22,10.61,Cloudy
980,23.1,83.88,18.81,12.65,Sunny
981,29.5,79.74,191.16,13.9,Cloudy
982,24.03,93.18,89.74,5.72,Rainy
983,23.56,74.05,47.81,14.38,Stormy
984,29.61,72.86,56.64,6.46,Rainy
985,26.5,77.32,219.09,17.37,Stormy
986,29.21,91.4,66.26,13.59,Sunny
987,28.88,87.44,203.14,7.89,Cloudy
988,31.69,63.52,145.95,10.49,Stormy
989,25.17,62.71,231.72,3.11,Rainy
990,25.01,70.53,222.97,11.35,Sunny
991,32.9,81.21,144.04,17.38,Rainy
992,29.71,76.1,105.5,14.92,Rainy
993,28.3,86.5,295.06,10.66,Rainy
994,21.7,94.99,225.13,13.08,Rainy
995,20.35,74.11,208.75,9.06,Sunny
996,33.47,72.27,131.95,9.73,Rainy
997,21.14,82.34,299.79,17.04,Stormy
998,34.53,70.9,157.53,1.55,Cloudy
999,33.84,77.45,1.19,3.19,Sunny
1000,34.84,73.35,36.35,14.19,Cloudy
1001,21.93,87.08,252.1,4.4,Stormy
1002,21.43,66.39,62.52,8.32,Sunny
1003,25.77,61.04,233.64,10.4,Cloudy
1004,21.0,69.64,186.14,7.49,Cloudy
1005,23.94,62.1,94.44,10.28,Rainy
1006,30.72,72.22,1.27,17.55,Stormy
1007,30.53,92.1,60.85,16.58,Sunny
1008,20.59,85.64,201.86,9.77,Stormy
1009,25.74,86.83,38.15,14.34,Rainy
1010,33.59,72.58,243.79,0.31,Cloudy
1011,29.99,82.56,296.28,0.21,Sunny
1012,26.21,79.43,188.06,5.23,Rainy
1013,32.89,88.1,255.16,7.49,Cloudy
1014,22.26,65.88,98.18,8.24,Sunny
1015,23.05,88.28,239.64,18.61,Stormy
1016,34.49,69.1,13.6,10.91,Stormy
1017,33.71,83.91,20.9,8.3,Cloudy
1018,23.22,69.74,19.8,7.44,Stormy
1019,25.46,67.0,202.78,9.86,Stormy
1020,29.76,67.57,255.58,14.7,Stormy
1021,20.27,80.53,177.55,18.05,Rainy
1022,26.74,91.14,166.77,6.66,Stormy
1023,21.74,69.92,29.71,4.61,Stormy
1024,20.24,61.71,196.23,2.46,Rainy
1025,27.81,65.51,150.37,10.99,Rainy
1026,25.92,67.11,46.39,6.11,Stormy
1027,31.77,91.47,280.86,12.24,Rainy
1028,30.95,78.96,138.55,5.95,Sunny
1029,29.26,63.27,224.38,17.72,Sunny
1030,33.09,75.8,90.49,12.08,Sunny
1031,31.59,74.57,200.13,19.01,Sunny
1032,26.23,63.53,290.15,6.89,Sunny
1033,34.74,71.78,203.67,1.08,Rainy
1034,31.47,88.23,283.8,2.01,Rainy
1035,20.05,68.15,249.66,4.66,Rainy
1036,34.57,74.93,290.2,13.76,Rainy
1037,23.98,93.25,218.05,8.94,Cloudy
1038,32.67,94.39,10.58,15.06,Rainy
1039,21.17,90.12,281.66,3.31,Cloudy
1040,25.48,90.51,278.19,0.72,Stormy
1041,31.04,63.61,47.24,6.04,Cloudy
1042,31.46,90.68,120.54,1.85,Stormy
1043,33.69,61.01,210.37,1.4,Stormy
1044,26.95,78.08,141.08,14.59,Sunny
1045,26.4,81.79,102.05,14.58,Rainy
1046,30.68,64.64,78.37,14.27,Rainy
1047,27.27,76.22,88.74,2.7,Stormy
1048,22.34,66.59,254.49,5.08,Stormy
1049,26.95,69.53,19.91,13.6,Cloudy
1050,32.86,85.25,14.35,10.37,Sunny
1051,22.87,67.05,58.76,12.54,Cloudy
1052,27.69,72.63,186.95,7.41,Rainy
1053,31.69,83.31,194.42,1.14,Sunny
1054,32.49,81.81,200.65,4.24,Cloudy
1055,34.09,74.94,78.15,19.62,Rainy
1056,21.62,86.68,270.8,17.93,Sunny
1057,26.77,61.07,227.45,7.6,Stormy
1058,28.48,62.12,126.75,7.65,Cloudy
1059,34.32,61.36,243.21,18.56,Cloudy
1060,28.26,86.7,270.92,3.16,Stormy
1061,20.16,64.19,123.55,17.75,Sunny
1062,30.74,79.5,59.9,11.05,Cloudy
1063,29.76,75.65,151.28,5.83,Cloudy
1064,25.12,80.12,113.53,6.94,Stormy
1065,20.35,62.96,133.88,15.2,Sunny
1066,23.01,73.64,276.77,13.54,Cloudy
1067,24.95,84.66,185.59,18.95,Rainy
1068,28.73,89.64,219.94,12.09,Rainy
1069,25.65,60.66,140.18,15.63,Rainy
1070,21.4,75.8,282.44,0.09,Sunny
1071,25.9,89.43,262.61,13.69,Sunny
1072,28.0,60.86,293.08,7.05,Rainy
1073,34.96,89.18,195.28,12.89,Cloudy
1074,30.98,79.02,229.78,17.95,Cloudy
1075,27.57,80.16,98.0,9.87,Sunny
1076,30.85,76.38,42.94,6.31,Cloudy
1077,31.83,60.98,137.85,14.27,Stormy
1078,32.1,62.55,223.61,3.58,Stormy
1079,20.89,74.38,5.32,9.22,Stormy
1080,34.8,63.66,148.56,1.8,Cloudy
1081,30.98,92.2,208.8,18.27,Cloudy
1082,31.43,81.21,267.86,12.82,Rainy
1083,30.06,91.85,164.93,14.15,Rainy
1084,23.4,93.23,212.91,5.29,Stormy
1085,20.6,77.69,186.15,7.83,Sunny
1086,22.31,81.33,116.89,10.98,Cloudy
1087,21.03,63.66,14.5,19.67,Sunny
1088,30.32,71.98,55.21,15.33,Cloudy
1089,28.19,88.17,38.42,15.0,Cloudy
1090,26.9,72.97,222.04,4.48,Rainy
1091,33.14,63.97,38.18,8.55,Rainy
1092,23.8,68.23,296.92,13.85,Stormy
1093,31.8,81.08,199.66,7.53,Stormy
1094,33.78,70.36,255.18,17.53,Cloudy
1095,32.67,82.23,6.72,4.13,Stormy
1096,29.13,64.03,145.86,14.88,Sunny
1097,25.58,94.65,115.1,1.89,Stormy
1098,24.9,87.74,75.33,6.28,Sunny
1099,30.33,70.38,91.8,11.34,Cloudy
1100,31.55,84.31,79.28,14.27,Cloudy
1101,31.91,86.09,3.7,9.79,Rainy
1102,29.8,60.97,14.21,9.24,Rainy
1103,23.45,89.12,284.39,15.35,Stormy
1104,34.9,88.76,69.18,8.33,Stormy
1105,20.73,65.35,63.55,19.47,Cloudy
1106,29.16,81.18,160.95,9.44,Stormy
1107,20.61,68.08,200.81,12.33,Cloudy
1108,30.05,73.63,98.24,15.94,Cloudy
1109,23.67,63.06,262.99,7.71,Stormy
1110,21.37,66.95,239.79,13.84,Rainy
1111,22.76,81.15,131.52,7.86,Sunny
1112,33.92,81.93,108.43,7.88,Rainy
1113,26.45,76.35,76.28,14.07,Rainy
1114,33.93,68.67,288.08,19.43,Stormy
1115,27.84,60.99,241.9,0.03,Cloudy
1116,28.78,64.94,277.0,15.73,Sunny
1117,23.13,83.95,88.16,17.07,Sunny
1118,22.12,75.21,292.7,0.36,Sunny
1119,26.02,74.81,254.42,7.95,Sunny
1120,24.08,65.36,204.7,18.38,Rainy
1121,33.74,64.96,26.61,15.98,Sunny
1122,29.34,61.57,139.39,19.9,Sunny
1123,26.98,71.89,100.12,9.36,Cloudy
1124,25.51,85.21,56.94,3.24,Sunny
1125,28.77,94.11,114.11,1.2,Stormy
1126,31.88,60.27,22.91,10.24,Cloudy
1127,29.05,61.88,114.03,9.71,Cloudy
1128,31.92,87.89,161.39,8.13,Rainy
1129,29.44,83.87,131.83,13.19,Cloudy
1130,33.65,72.72,4.14,15.3,Cloudy
1131,30.92,82.5,134.68,16.27,Sunny
1132,21.31,73.11,259.26,18.09,Stormy
1133,29.94,85.46,146.08,19.72,Cloudy
1134,22.59,88.06,94.21,5.41,Rainy
1135,32.35,61.98,210.98,4.9,Cloudy
1136,29.18,62.8,248.29,0.44,Stormy
1137,22.95,74.55,202.01,13.96,Sunny
1138,31.23,90.94,44.02,15.56,Cloudy
1139,35.0,85.12,127.53,12.57,Cloudy
1140,26.35,63.41,0.08,14.9,Sunny
1141,32.12,81.75,192.93,17.37,Rainy
1142,22.83,91.3,207.78,8.9,Sunny
1143,30.73,87.47,173.42,5.43,Cloudy
1144,20.65,88.69,55.43,7.85,Stormy
1145,31.97,94.75,20.55,0.84,Cloudy
1146,28.95,64.81,156.07,19.31,Rainy
1147,22.12,70.96,87.93,17.8,Rainy
1148,26.57,64.58,65.53,6.52,Sunny
1149,26.66,71.2,96.99,6.34,Stormy
1150,27.83,66.78,135.05,17.28,Cloudy
1151,26.83,73.05,51.01,10.32,Sunny
1152,23.05,65.66,74.22,8.97,Cloudy
1153,24.86,67.06,292.46,1.28,Rainy
1154,30.15,74.8,37.28,4.38,Cloudy
1155,28.11,67.6,242.25,10.2,Stormy
1156,34.55,67.84,48.72,10.97,Sunny
1157,26.62,79.09,78.97,8.32,Sunny
1158,33.6,82.61,278.45,6.69,Rainy
1159,21.13,72.84,266.33,4.08,Cloudy
1160,24.37,77.46,154.22,15.7,Sunny
1161,20.54,76.65,39.31,16.21,Sunny
1162,33.91,68.23,236.61,11.76,Stormy
1163,28.28,81.52,75.47,13.71,Stormy
1164,34.85,73.62,51.57,13.07,Cloudy
1165,29.48,82.8,204.86,18.74,Cloudy
1166,31.33,63.07,81.5,10.02,Cloudy
1167,30.75,73.97,14.62,7.2,Sunny
1168,22.16,68.21,150.61,11.51,Rainy
1169,21.64,86.25,132.01,17.25,Sunny
1170,23.36,66.2,291.12,7.19,Cloudy
1171,25.0,69.42,82.75,0.77,Sunny
1172,29.64,69.96,274.31,10.96,Rainy
1173,24.46,63.71,136.54,18.77,Cloudy
1174,29.91,94.64,45.74,19.26,Sunny
1175,33.18,87.85,173.53,4.56,Stormy
1176,24.34,89.13,89.87,4.49,Rainy
1177,23.51,87.04,53.64,2.28,Cloudy
1178,29.8,89.38,79.27,10.37,Stormy
1179,30.51,77.22,160.38,5.68,Sunny
1180,31.53,90.0,269.29,11.1,Stormy
1181,23.87,84.59,105.33,0.34,Stormy
1182,25.87,77.3,258.79,12.9,Rainy
1183,27.76,60.35,250.89,8.26,Rainy
1184,20.4,68.47,105.4,2.29,Sunny
1185,25.7,74.54,181.83,11.23,Rainy
1186,29.3,91.22,293.16,19.75,Sunny
1187,27.07,61.04,263.04,1.63,Rainy
1188,24.89,77.8,19.77,1.76,Stormy
